	image_paths	species
26815	dataset/cropped/Ostrya virginiana/26814.jpg	Ostrya virginiana
26816	dataset/cropped/Ostrya virginiana/26815.jpg	Ostrya virginiana
26817	dataset/cropped/Ostrya virginiana/26816.jpg	Ostrya virginiana
26818	dataset/cropped/Ostrya virginiana/26817.jpg	Ostrya virginiana
26819	dataset/cropped/Ostrya virginiana/26818.jpg	Ostrya virginiana
26820	dataset/cropped/Ostrya virginiana/26819.jpg	Ostrya virginiana
26821	dataset/cropped/Ostrya virginiana/26820.jpg	Ostrya virginiana
26822	dataset/cropped/Ostrya virginiana/26821.jpg	Ostrya virginiana
26823	dataset/cropped/Ostrya virginiana/26822.jpg	Ostrya virginiana
26824	dataset/cropped/Ostrya virginiana/26823.jpg	Ostrya virginiana
26825	dataset/cropped/Ostrya virginiana/26824.jpg	Ostrya virginiana
26826	dataset/cropped/Ostrya virginiana/26825.jpg	Ostrya virginiana
26827	dataset/cropped/Ostrya virginiana/26826.jpg	Ostrya virginiana
26828	dataset/cropped/Ostrya virginiana/26827.jpg	Ostrya virginiana
26829	dataset/cropped/Ostrya virginiana/26828.jpg	Ostrya virginiana
26830	dataset/cropped/Ostrya virginiana/26829.jpg	Ostrya virginiana
26831	dataset/cropped/Ostrya virginiana/26830.jpg	Ostrya virginiana
26832	dataset/cropped/Ostrya virginiana/26831.jpg	Ostrya virginiana
26833	dataset/cropped/Ostrya virginiana/26832.jpg	Ostrya virginiana
26834	dataset/cropped/Ostrya virginiana/26833.jpg	Ostrya virginiana
26835	dataset/cropped/Ostrya virginiana/26834.jpg	Ostrya virginiana
26836	dataset/cropped/Ostrya virginiana/26835.jpg	Ostrya virginiana
26837	dataset/cropped/Ostrya virginiana/26836.jpg	Ostrya virginiana
26838	dataset/cropped/Ostrya virginiana/26837.jpg	Ostrya virginiana
26839	dataset/cropped/Ostrya virginiana/26838.jpg	Ostrya virginiana
26840	dataset/cropped/Ostrya virginiana/26839.jpg	Ostrya virginiana
26841	dataset/cropped/Ostrya virginiana/26840.jpg	Ostrya virginiana
26842	dataset/cropped/Ostrya virginiana/26841.jpg	Ostrya virginiana
26843	dataset/cropped/Ostrya virginiana/26842.jpg	Ostrya virginiana
26844	dataset/cropped/Ostrya virginiana/26843.jpg	Ostrya virginiana
26845	dataset/cropped/Ostrya virginiana/26844.jpg	Ostrya virginiana
26846	dataset/cropped/Ostrya virginiana/26845.jpg	Ostrya virginiana
26847	dataset/cropped/Ostrya virginiana/26846.jpg	Ostrya virginiana
26848	dataset/cropped/Ostrya virginiana/26847.jpg	Ostrya virginiana
26849	dataset/cropped/Ostrya virginiana/26848.jpg	Ostrya virginiana
26850	dataset/cropped/Ostrya virginiana/26849.jpg	Ostrya virginiana
26851	dataset/cropped/Ostrya virginiana/26850.jpg	Ostrya virginiana
26852	dataset/cropped/Ostrya virginiana/26851.jpg	Ostrya virginiana
26853	dataset/cropped/Ostrya virginiana/26852.jpg	Ostrya virginiana
26854	dataset/cropped/Ostrya virginiana/26853.jpg	Ostrya virginiana
26855	dataset/cropped/Ostrya virginiana/26854.jpg	Ostrya virginiana
26856	dataset/cropped/Ostrya virginiana/26855.jpg	Ostrya virginiana
26857	dataset/cropped/Ostrya virginiana/26856.jpg	Ostrya virginiana
26858	dataset/cropped/Ostrya virginiana/26857.jpg	Ostrya virginiana
26859	dataset/cropped/Ostrya virginiana/26858.jpg	Ostrya virginiana
26860	dataset/cropped/Ostrya virginiana/26859.jpg	Ostrya virginiana
26861	dataset/cropped/Ostrya virginiana/26860.jpg	Ostrya virginiana
26862	dataset/cropped/Ostrya virginiana/26861.jpg	Ostrya virginiana
26863	dataset/cropped/Ostrya virginiana/26862.jpg	Ostrya virginiana
26864	dataset/cropped/Ostrya virginiana/26863.jpg	Ostrya virginiana
26865	dataset/cropped/Ostrya virginiana/26864.jpg	Ostrya virginiana
26866	dataset/cropped/Ostrya virginiana/26865.jpg	Ostrya virginiana
26867	dataset/cropped/Ostrya virginiana/26866.jpg	Ostrya virginiana
26868	dataset/cropped/Ostrya virginiana/26867.jpg	Ostrya virginiana
26869	dataset/cropped/Ostrya virginiana/26868.jpg	Ostrya virginiana
26870	dataset/cropped/Ostrya virginiana/26869.jpg	Ostrya virginiana
26871	dataset/cropped/Ostrya virginiana/26870.jpg	Ostrya virginiana
26872	dataset/cropped/Ostrya virginiana/26871.jpg	Ostrya virginiana
26873	dataset/cropped/Ostrya virginiana/26872.jpg	Ostrya virginiana
26874	dataset/cropped/Ostrya virginiana/26873.jpg	Ostrya virginiana
26875	dataset/cropped/Ostrya virginiana/26874.jpg	Ostrya virginiana
26876	dataset/cropped/Pinus echinata/26875.jpg	Pinus echinata
26877	dataset/cropped/Pinus echinata/26876.jpg	Pinus echinata
26878	dataset/cropped/Pinus echinata/26877.jpg	Pinus echinata
26879	dataset/cropped/Pinus echinata/26878.jpg	Pinus echinata
26880	dataset/cropped/Pinus echinata/26879.jpg	Pinus echinata
26881	dataset/cropped/Pinus echinata/26880.jpg	Pinus echinata
26882	dataset/cropped/Pinus echinata/26881.jpg	Pinus echinata
26883	dataset/cropped/Pinus echinata/26882.jpg	Pinus echinata
26884	dataset/cropped/Pinus echinata/26883.jpg	Pinus echinata
26885	dataset/cropped/Pinus echinata/26884.jpg	Pinus echinata
26886	dataset/cropped/Pinus echinata/26885.jpg	Pinus echinata
26887	dataset/cropped/Pinus echinata/26886.jpg	Pinus echinata
26888	dataset/cropped/Pinus echinata/26887.jpg	Pinus echinata
26889	dataset/cropped/Pinus echinata/26888.jpg	Pinus echinata
26890	dataset/cropped/Pinus echinata/26889.jpg	Pinus echinata
26891	dataset/cropped/Pinus echinata/26890.jpg	Pinus echinata
26892	dataset/cropped/Pinus echinata/26891.jpg	Pinus echinata
26893	dataset/cropped/Pinus echinata/26892.jpg	Pinus echinata
26894	dataset/cropped/Pinus echinata/26893.jpg	Pinus echinata
26895	dataset/cropped/Pinus echinata/26894.jpg	Pinus echinata
26896	dataset/cropped/Pinus echinata/26895.jpg	Pinus echinata
26897	dataset/cropped/Pinus echinata/26896.jpg	Pinus echinata
26898	dataset/cropped/Pinus echinata/26897.jpg	Pinus echinata
26899	dataset/cropped/Pinus echinata/26898.jpg	Pinus echinata
26900	dataset/cropped/Pinus echinata/26899.jpg	Pinus echinata
26901	dataset/cropped/Pinus echinata/26900.jpg	Pinus echinata
26902	dataset/cropped/Pinus echinata/26901.jpg	Pinus echinata
26903	dataset/cropped/Pinus echinata/26902.jpg	Pinus echinata
26904	dataset/cropped/Pinus echinata/26903.jpg	Pinus echinata
26905	dataset/cropped/Pinus echinata/26904.jpg	Pinus echinata
26906	dataset/cropped/Pinus echinata/26905.jpg	Pinus echinata
26907	dataset/cropped/Pinus echinata/26906.jpg	Pinus echinata
26908	dataset/cropped/Pinus echinata/26907.jpg	Pinus echinata
26909	dataset/cropped/Pinus echinata/26908.jpg	Pinus echinata
26910	dataset/cropped/Pinus echinata/26909.jpg	Pinus echinata
26911	dataset/cropped/Pinus echinata/26910.jpg	Pinus echinata
26912	dataset/cropped/Pinus echinata/26911.jpg	Pinus echinata
26913	dataset/cropped/Pinus echinata/26912.jpg	Pinus echinata
26914	dataset/cropped/Pinus echinata/26913.jpg	Pinus echinata
26915	dataset/cropped/Pinus echinata/26914.jpg	Pinus echinata
26916	dataset/cropped/Pinus echinata/26915.jpg	Pinus echinata
26917	dataset/cropped/Pinus echinata/26916.jpg	Pinus echinata
26918	dataset/cropped/Pinus echinata/26917.jpg	Pinus echinata
26919	dataset/cropped/Pinus echinata/26918.jpg	Pinus echinata
26920	dataset/cropped/Pinus echinata/26919.jpg	Pinus echinata
26921	dataset/cropped/Pinus echinata/26920.jpg	Pinus echinata
26922	dataset/cropped/Pinus echinata/26921.jpg	Pinus echinata
26923	dataset/cropped/Pinus echinata/26922.jpg	Pinus echinata
26924	dataset/cropped/Pinus echinata/26923.jpg	Pinus echinata
26925	dataset/cropped/Pinus echinata/26924.jpg	Pinus echinata
26926	dataset/cropped/Pinus echinata/26925.jpg	Pinus echinata
26927	dataset/cropped/Pinus echinata/26926.jpg	Pinus echinata
26928	dataset/cropped/Pinus echinata/26927.jpg	Pinus echinata
26929	dataset/cropped/Pinus echinata/26928.jpg	Pinus echinata
26930	dataset/cropped/Pinus echinata/26929.jpg	Pinus echinata
26931	dataset/cropped/Pinus echinata/26930.jpg	Pinus echinata
26932	dataset/cropped/Pinus echinata/26931.jpg	Pinus echinata
26933	dataset/cropped/Pinus echinata/26932.jpg	Pinus echinata
26934	dataset/cropped/Pinus echinata/26933.jpg	Pinus echinata
26935	dataset/cropped/Pinus echinata/26934.jpg	Pinus echinata
26936	dataset/cropped/Pinus echinata/26935.jpg	Pinus echinata
26937	dataset/cropped/Pinus echinata/26936.jpg	Pinus echinata
26938	dataset/cropped/Pinus echinata/26937.jpg	Pinus echinata
26939	dataset/cropped/Pinus echinata/26938.jpg	Pinus echinata
26940	dataset/cropped/Pinus echinata/26939.jpg	Pinus echinata
26941	dataset/cropped/Pinus echinata/26940.jpg	Pinus echinata
26942	dataset/cropped/Pinus echinata/26941.jpg	Pinus echinata
26943	dataset/cropped/Pinus echinata/26942.jpg	Pinus echinata
26944	dataset/cropped/Pinus echinata/26943.jpg	Pinus echinata
26945	dataset/cropped/Pinus echinata/26944.jpg	Pinus echinata
26946	dataset/cropped/Pinus echinata/26945.jpg	Pinus echinata
26947	dataset/cropped/Pinus echinata/26946.jpg	Pinus echinata
26948	dataset/cropped/Pinus echinata/26947.jpg	Pinus echinata
26949	dataset/cropped/Pinus echinata/26948.jpg	Pinus echinata
26950	dataset/cropped/Pinus echinata/26949.jpg	Pinus echinata
26951	dataset/cropped/Pinus echinata/26950.jpg	Pinus echinata
26952	dataset/cropped/Pinus echinata/26951.jpg	Pinus echinata
26953	dataset/cropped/Pinus echinata/26952.jpg	Pinus echinata
26954	dataset/cropped/Pinus echinata/26953.jpg	Pinus echinata
26955	dataset/cropped/Pinus echinata/26954.jpg	Pinus echinata
26956	dataset/cropped/Pinus echinata/26955.jpg	Pinus echinata
26957	dataset/cropped/Pinus echinata/26956.jpg	Pinus echinata
26958	dataset/cropped/Pinus echinata/26957.jpg	Pinus echinata
26959	dataset/cropped/Pinus echinata/26958.jpg	Pinus echinata
26960	dataset/cropped/Pinus echinata/26959.jpg	Pinus echinata
26961	dataset/cropped/Pinus echinata/26960.jpg	Pinus echinata
26962	dataset/cropped/Pinus echinata/26961.jpg	Pinus echinata
26963	dataset/cropped/Pinus echinata/26962.jpg	Pinus echinata
26964	dataset/cropped/Pinus echinata/26963.jpg	Pinus echinata
26965	dataset/cropped/Pinus echinata/26964.jpg	Pinus echinata
26966	dataset/cropped/Pinus echinata/26965.jpg	Pinus echinata
26967	dataset/cropped/Pinus echinata/26966.jpg	Pinus echinata
26968	dataset/cropped/Pinus echinata/26967.jpg	Pinus echinata
26969	dataset/cropped/Pinus echinata/26968.jpg	Pinus echinata
26970	dataset/cropped/Pinus echinata/26969.jpg	Pinus echinata
26971	dataset/cropped/Pinus echinata/26970.jpg	Pinus echinata
26972	dataset/cropped/Pinus echinata/26971.jpg	Pinus echinata
26973	dataset/cropped/Pinus echinata/26972.jpg	Pinus echinata
26974	dataset/cropped/Pinus echinata/26973.jpg	Pinus echinata
26975	dataset/cropped/Pinus echinata/26974.jpg	Pinus echinata
26976	dataset/cropped/Pinus echinata/26975.jpg	Pinus echinata
26977	dataset/cropped/Pinus echinata/26976.jpg	Pinus echinata
26978	dataset/cropped/Pinus echinata/26977.jpg	Pinus echinata
26979	dataset/cropped/Pinus echinata/26978.jpg	Pinus echinata
26980	dataset/cropped/Pinus echinata/26979.jpg	Pinus echinata
26981	dataset/cropped/Pinus echinata/26980.jpg	Pinus echinata
26982	dataset/cropped/Pinus echinata/26981.jpg	Pinus echinata
26983	dataset/cropped/Pinus echinata/26982.jpg	Pinus echinata
26984	dataset/cropped/Pinus echinata/26983.jpg	Pinus echinata
26985	dataset/cropped/Pinus echinata/26984.jpg	Pinus echinata
26986	dataset/cropped/Pinus echinata/26985.jpg	Pinus echinata
26987	dataset/cropped/Pinus echinata/26986.jpg	Pinus echinata
26988	dataset/cropped/Pinus echinata/26987.jpg	Pinus echinata
26989	dataset/cropped/Pinus echinata/26988.jpg	Pinus echinata
26990	dataset/cropped/Pinus echinata/26989.jpg	Pinus echinata
26991	dataset/cropped/Pinus echinata/26990.jpg	Pinus echinata
26992	dataset/cropped/Pinus echinata/26991.jpg	Pinus echinata
26993	dataset/cropped/Pinus echinata/26992.jpg	Pinus echinata
26994	dataset/cropped/Pinus echinata/26993.jpg	Pinus echinata
26995	dataset/cropped/Pinus echinata/26994.jpg	Pinus echinata
26996	dataset/cropped/Pinus echinata/26995.jpg	Pinus echinata
26997	dataset/cropped/Pinus echinata/26996.jpg	Pinus echinata
26998	dataset/cropped/Pinus echinata/26997.jpg	Pinus echinata
26999	dataset/cropped/Pinus echinata/26998.jpg	Pinus echinata
27000	dataset/cropped/Pinus echinata/26999.jpg	Pinus echinata
27001	dataset/cropped/Pinus echinata/27000.jpg	Pinus echinata
27002	dataset/cropped/Pinus echinata/27001.jpg	Pinus echinata
27003	dataset/cropped/Pinus echinata/27002.jpg	Pinus echinata
27004	dataset/cropped/Pinus echinata/27003.jpg	Pinus echinata
27005	dataset/cropped/Pinus echinata/27004.jpg	Pinus echinata
27006	dataset/cropped/Pinus echinata/27005.jpg	Pinus echinata
27007	dataset/cropped/Pinus echinata/27006.jpg	Pinus echinata
27008	dataset/cropped/Pinus echinata/27007.jpg	Pinus echinata
27009	dataset/cropped/Pinus echinata/27008.jpg	Pinus echinata
27010	dataset/cropped/Pinus echinata/27009.jpg	Pinus echinata
27011	dataset/cropped/Pinus echinata/27010.jpg	Pinus echinata
27012	dataset/cropped/Pinus echinata/27011.jpg	Pinus echinata
27013	dataset/cropped/Pinus echinata/27012.jpg	Pinus echinata
27014	dataset/cropped/Pinus echinata/27013.jpg	Pinus echinata
27015	dataset/cropped/Pinus echinata/27014.jpg	Pinus echinata
27016	dataset/cropped/Pinus echinata/27015.jpg	Pinus echinata
27017	dataset/cropped/Pinus echinata/27016.jpg	Pinus echinata
27018	dataset/cropped/Pinus echinata/27017.jpg	Pinus echinata
27019	dataset/cropped/Pinus echinata/27018.jpg	Pinus echinata
27020	dataset/cropped/Pinus echinata/27019.jpg	Pinus echinata
27021	dataset/cropped/Pinus echinata/27020.jpg	Pinus echinata
27022	dataset/cropped/Pinus echinata/27021.jpg	Pinus echinata
27023	dataset/cropped/Pinus echinata/27022.jpg	Pinus echinata
27024	dataset/cropped/Pinus echinata/27023.jpg	Pinus echinata
27025	dataset/cropped/Pinus echinata/27024.jpg	Pinus echinata
27026	dataset/cropped/Pinus echinata/27025.jpg	Pinus echinata
27027	dataset/cropped/Pinus echinata/27026.jpg	Pinus echinata
27028	dataset/cropped/Pinus echinata/27027.jpg	Pinus echinata
27029	dataset/cropped/Pinus echinata/27028.jpg	Pinus echinata
27030	dataset/cropped/Pinus echinata/27029.jpg	Pinus echinata
27031	dataset/cropped/Pinus echinata/27030.jpg	Pinus echinata
27032	dataset/cropped/Pinus echinata/27031.jpg	Pinus echinata
27033	dataset/cropped/Pinus echinata/27032.jpg	Pinus echinata
27034	dataset/cropped/Pinus echinata/27033.jpg	Pinus echinata
27035	dataset/cropped/Pinus echinata/27034.jpg	Pinus echinata
27036	dataset/cropped/Pinus echinata/27035.jpg	Pinus echinata
27037	dataset/cropped/Pinus echinata/27036.jpg	Pinus echinata
27038	dataset/cropped/Pinus pungens/27037.jpg	Pinus pungens
27039	dataset/cropped/Pinus pungens/27038.jpg	Pinus pungens
27040	dataset/cropped/Pinus pungens/27039.jpg	Pinus pungens
27041	dataset/cropped/Pinus pungens/27040.jpg	Pinus pungens
27042	dataset/cropped/Pinus pungens/27041.jpg	Pinus pungens
27043	dataset/cropped/Pinus pungens/27042.jpg	Pinus pungens
27044	dataset/cropped/Pinus pungens/27043.jpg	Pinus pungens
27045	dataset/cropped/Pinus pungens/27044.jpg	Pinus pungens
27046	dataset/cropped/Pinus pungens/27045.jpg	Pinus pungens
27047	dataset/cropped/Pinus pungens/27046.jpg	Pinus pungens
27048	dataset/cropped/Pinus pungens/27047.jpg	Pinus pungens
27049	dataset/cropped/Pinus pungens/27048.jpg	Pinus pungens
27050	dataset/cropped/Pinus pungens/27049.jpg	Pinus pungens
27051	dataset/cropped/Pinus pungens/27050.jpg	Pinus pungens
27052	dataset/cropped/Pinus pungens/27051.jpg	Pinus pungens
27053	dataset/cropped/Pinus pungens/27052.jpg	Pinus pungens
27054	dataset/cropped/Pinus pungens/27053.jpg	Pinus pungens
27055	dataset/cropped/Pinus pungens/27054.jpg	Pinus pungens
27056	dataset/cropped/Pinus pungens/27055.jpg	Pinus pungens
27057	dataset/cropped/Pinus pungens/27056.jpg	Pinus pungens
27058	dataset/cropped/Pinus pungens/27057.jpg	Pinus pungens
27059	dataset/cropped/Pinus pungens/27058.jpg	Pinus pungens
27060	dataset/cropped/Pinus pungens/27059.jpg	Pinus pungens
27061	dataset/cropped/Pinus pungens/27060.jpg	Pinus pungens
27062	dataset/cropped/Pinus pungens/27061.jpg	Pinus pungens
27063	dataset/cropped/Pinus pungens/27062.jpg	Pinus pungens
27064	dataset/cropped/Pinus pungens/27063.jpg	Pinus pungens
27065	dataset/cropped/Pinus pungens/27064.jpg	Pinus pungens
27066	dataset/cropped/Pinus pungens/27065.jpg	Pinus pungens
27067	dataset/cropped/Pinus pungens/27066.jpg	Pinus pungens
27068	dataset/cropped/Pinus pungens/27067.jpg	Pinus pungens
27069	dataset/cropped/Pinus pungens/27068.jpg	Pinus pungens
27070	dataset/cropped/Pinus pungens/27069.jpg	Pinus pungens
27071	dataset/cropped/Pinus pungens/27070.jpg	Pinus pungens
27072	dataset/cropped/Pinus pungens/27071.jpg	Pinus pungens
27073	dataset/cropped/Pinus pungens/27072.jpg	Pinus pungens
27074	dataset/cropped/Pinus pungens/27073.jpg	Pinus pungens
27075	dataset/cropped/Pinus pungens/27074.jpg	Pinus pungens
27076	dataset/cropped/Pinus pungens/27075.jpg	Pinus pungens
27077	dataset/cropped/Pinus pungens/27076.jpg	Pinus pungens
27078	dataset/cropped/Pinus pungens/27077.jpg	Pinus pungens
27079	dataset/cropped/Pinus pungens/27078.jpg	Pinus pungens
27080	dataset/cropped/Pinus pungens/27079.jpg	Pinus pungens
27081	dataset/cropped/Pinus pungens/27080.jpg	Pinus pungens
27082	dataset/cropped/Pinus pungens/27081.jpg	Pinus pungens
27083	dataset/cropped/Pinus pungens/27082.jpg	Pinus pungens
27084	dataset/cropped/Pinus pungens/27083.jpg	Pinus pungens
27085	dataset/cropped/Pinus pungens/27084.jpg	Pinus pungens
27086	dataset/cropped/Pinus pungens/27085.jpg	Pinus pungens
27087	dataset/cropped/Pinus pungens/27086.jpg	Pinus pungens
27088	dataset/cropped/Pinus pungens/27087.jpg	Pinus pungens
27089	dataset/cropped/Pinus pungens/27088.jpg	Pinus pungens
27090	dataset/cropped/Pinus pungens/27089.jpg	Pinus pungens
27091	dataset/cropped/Pinus pungens/27090.jpg	Pinus pungens
27092	dataset/cropped/Pinus pungens/27091.jpg	Pinus pungens
27093	dataset/cropped/Pinus pungens/27092.jpg	Pinus pungens
27094	dataset/cropped/Pinus pungens/27093.jpg	Pinus pungens
27095	dataset/cropped/Pinus pungens/27094.jpg	Pinus pungens
27096	dataset/cropped/Pinus pungens/27095.jpg	Pinus pungens
27097	dataset/cropped/Pinus pungens/27096.jpg	Pinus pungens
27098	dataset/cropped/Pinus pungens/27097.jpg	Pinus pungens
27099	dataset/cropped/Pinus pungens/27098.jpg	Pinus pungens
27100	dataset/cropped/Pinus pungens/27099.jpg	Pinus pungens
27101	dataset/cropped/Pinus pungens/27100.jpg	Pinus pungens
27102	dataset/cropped/Pinus pungens/27101.jpg	Pinus pungens
27103	dataset/cropped/Pinus pungens/27102.jpg	Pinus pungens
27104	dataset/cropped/Pinus pungens/27103.jpg	Pinus pungens
27105	dataset/cropped/Pinus pungens/27104.jpg	Pinus pungens
27106	dataset/cropped/Pinus pungens/27105.jpg	Pinus pungens
27107	dataset/cropped/Pinus pungens/27106.jpg	Pinus pungens
27108	dataset/cropped/Pinus pungens/27107.jpg	Pinus pungens
27109	dataset/cropped/Pinus pungens/27108.jpg	Pinus pungens
27110	dataset/cropped/Pinus pungens/27109.jpg	Pinus pungens
27111	dataset/cropped/Pinus pungens/27110.jpg	Pinus pungens
27112	dataset/cropped/Pinus pungens/27111.jpg	Pinus pungens
27113	dataset/cropped/Pinus pungens/27112.jpg	Pinus pungens
27114	dataset/cropped/Pinus pungens/27113.jpg	Pinus pungens
27115	dataset/cropped/Pinus pungens/27114.jpg	Pinus pungens
27116	dataset/cropped/Pinus pungens/27115.jpg	Pinus pungens
27117	dataset/cropped/Pinus pungens/27116.jpg	Pinus pungens
27118	dataset/cropped/Pinus pungens/27117.jpg	Pinus pungens
27119	dataset/cropped/Pinus pungens/27118.jpg	Pinus pungens
27120	dataset/cropped/Pinus pungens/27119.jpg	Pinus pungens
27121	dataset/cropped/Pinus pungens/27120.jpg	Pinus pungens
27122	dataset/cropped/Pinus pungens/27121.jpg	Pinus pungens
27123	dataset/cropped/Pinus pungens/27122.jpg	Pinus pungens
27124	dataset/cropped/Pinus pungens/27123.jpg	Pinus pungens
27125	dataset/cropped/Pinus pungens/27124.jpg	Pinus pungens
27126	dataset/cropped/Pinus pungens/27125.jpg	Pinus pungens
27127	dataset/cropped/Pinus pungens/27126.jpg	Pinus pungens
27128	dataset/cropped/Pinus pungens/27127.jpg	Pinus pungens
27129	dataset/cropped/Pinus pungens/27128.jpg	Pinus pungens
27130	dataset/cropped/Pinus pungens/27129.jpg	Pinus pungens
27131	dataset/cropped/Pinus pungens/27130.jpg	Pinus pungens
27132	dataset/cropped/Pinus pungens/27131.jpg	Pinus pungens
27133	dataset/cropped/Pinus pungens/27132.jpg	Pinus pungens
27134	dataset/cropped/Pinus pungens/27133.jpg	Pinus pungens
27135	dataset/cropped/Pinus pungens/27134.jpg	Pinus pungens
27136	dataset/cropped/Pinus pungens/27135.jpg	Pinus pungens
27137	dataset/cropped/Pinus pungens/27136.jpg	Pinus pungens
27138	dataset/cropped/Pinus pungens/27137.jpg	Pinus pungens
27139	dataset/cropped/Pinus pungens/27138.jpg	Pinus pungens
27140	dataset/cropped/Pinus pungens/27139.jpg	Pinus pungens
27141	dataset/cropped/Pinus pungens/27140.jpg	Pinus pungens
27142	dataset/cropped/Pinus pungens/27141.jpg	Pinus pungens
27143	dataset/cropped/Pinus pungens/27142.jpg	Pinus pungens
27144	dataset/cropped/Pinus pungens/27143.jpg	Pinus pungens
27145	dataset/cropped/Pinus pungens/27144.jpg	Pinus pungens
27146	dataset/cropped/Pinus pungens/27145.jpg	Pinus pungens
27147	dataset/cropped/Pinus pungens/27146.jpg	Pinus pungens
27148	dataset/cropped/Pinus pungens/27147.jpg	Pinus pungens
27149	dataset/cropped/Pinus pungens/27148.jpg	Pinus pungens
27150	dataset/cropped/Pinus pungens/27149.jpg	Pinus pungens
27151	dataset/cropped/Pinus pungens/27150.jpg	Pinus pungens
27152	dataset/cropped/Pinus pungens/27151.jpg	Pinus pungens
27153	dataset/cropped/Pinus pungens/27152.jpg	Pinus pungens
27154	dataset/cropped/Pinus pungens/27153.jpg	Pinus pungens
27155	dataset/cropped/Pinus pungens/27154.jpg	Pinus pungens
27156	dataset/cropped/Pinus pungens/27155.jpg	Pinus pungens
27157	dataset/cropped/Pinus pungens/27156.jpg	Pinus pungens
27158	dataset/cropped/Pinus pungens/27157.jpg	Pinus pungens
27159	dataset/cropped/Pinus pungens/27158.jpg	Pinus pungens
27160	dataset/cropped/Pinus pungens/27159.jpg	Pinus pungens
27161	dataset/cropped/Pinus pungens/27160.jpg	Pinus pungens
27162	dataset/cropped/Pinus pungens/27161.jpg	Pinus pungens
27163	dataset/cropped/Pinus pungens/27162.jpg	Pinus pungens
27164	dataset/cropped/Pinus pungens/27163.jpg	Pinus pungens
27165	dataset/cropped/Pinus pungens/27164.jpg	Pinus pungens
27166	dataset/cropped/Pinus pungens/27165.jpg	Pinus pungens
27167	dataset/cropped/Pinus pungens/27166.jpg	Pinus pungens
27168	dataset/cropped/Pinus pungens/27167.jpg	Pinus pungens
27169	dataset/cropped/Pinus pungens/27168.jpg	Pinus pungens
27170	dataset/cropped/Pinus pungens/27169.jpg	Pinus pungens
27171	dataset/cropped/Pinus pungens/27170.jpg	Pinus pungens
27172	dataset/cropped/Pinus pungens/27171.jpg	Pinus pungens
27173	dataset/cropped/Pinus pungens/27172.jpg	Pinus pungens
27174	dataset/cropped/Pinus pungens/27173.jpg	Pinus pungens
27175	dataset/cropped/Pinus pungens/27174.jpg	Pinus pungens
27176	dataset/cropped/Pinus pungens/27175.jpg	Pinus pungens
27177	dataset/cropped/Pinus pungens/27176.jpg	Pinus pungens
27178	dataset/cropped/Pinus pungens/27177.jpg	Pinus pungens
27179	dataset/cropped/Pinus pungens/27178.jpg	Pinus pungens
27180	dataset/cropped/Pinus pungens/27179.jpg	Pinus pungens
27181	dataset/cropped/Pinus pungens/27180.jpg	Pinus pungens
27182	dataset/cropped/Pinus pungens/27181.jpg	Pinus pungens
27183	dataset/cropped/Pinus pungens/27182.jpg	Pinus pungens
27184	dataset/cropped/Pinus pungens/27183.jpg	Pinus pungens
27185	dataset/cropped/Pinus pungens/27184.jpg	Pinus pungens
27186	dataset/cropped/Pinus pungens/27185.jpg	Pinus pungens
27187	dataset/cropped/Pinus pungens/27186.jpg	Pinus pungens
27188	dataset/cropped/Pinus pungens/27187.jpg	Pinus pungens
27189	dataset/cropped/Pinus pungens/27188.jpg	Pinus pungens
27190	dataset/cropped/Pinus pungens/27189.jpg	Pinus pungens
27191	dataset/cropped/Pinus pungens/27190.jpg	Pinus pungens
27192	dataset/cropped/Pinus pungens/27191.jpg	Pinus pungens
27193	dataset/cropped/Pinus pungens/27192.jpg	Pinus pungens
27194	dataset/cropped/Pinus pungens/27193.jpg	Pinus pungens
27195	dataset/cropped/Pinus pungens/27194.jpg	Pinus pungens
27196	dataset/cropped/Pinus pungens/27195.jpg	Pinus pungens
27197	dataset/cropped/Pinus resinosa/27196.jpg	Pinus resinosa
27198	dataset/cropped/Pinus resinosa/27197.jpg	Pinus resinosa
27199	dataset/cropped/Pinus resinosa/27198.jpg	Pinus resinosa
27200	dataset/cropped/Pinus resinosa/27199.jpg	Pinus resinosa
27201	dataset/cropped/Pinus resinosa/27200.jpg	Pinus resinosa
27202	dataset/cropped/Pinus resinosa/27201.jpg	Pinus resinosa
27203	dataset/cropped/Pinus resinosa/27202.jpg	Pinus resinosa
27204	dataset/cropped/Pinus resinosa/27203.jpg	Pinus resinosa
27205	dataset/cropped/Pinus resinosa/27204.jpg	Pinus resinosa
27206	dataset/cropped/Pinus resinosa/27205.jpg	Pinus resinosa
27207	dataset/cropped/Pinus resinosa/27206.jpg	Pinus resinosa
27208	dataset/cropped/Pinus resinosa/27207.jpg	Pinus resinosa
27209	dataset/cropped/Pinus resinosa/27208.jpg	Pinus resinosa
27210	dataset/cropped/Pinus resinosa/27209.jpg	Pinus resinosa
27211	dataset/cropped/Pinus resinosa/27210.jpg	Pinus resinosa
27212	dataset/cropped/Pinus resinosa/27211.jpg	Pinus resinosa
27213	dataset/cropped/Pinus resinosa/27212.jpg	Pinus resinosa
27214	dataset/cropped/Pinus resinosa/27213.jpg	Pinus resinosa
27215	dataset/cropped/Pinus resinosa/27214.jpg	Pinus resinosa
27216	dataset/cropped/Pinus resinosa/27215.jpg	Pinus resinosa
27217	dataset/cropped/Pinus resinosa/27216.jpg	Pinus resinosa
